Season,DayNum,Team_A,Score_A,Team_B,Score_B,Seed_A,Seed_B,mean_WScore_A,mean_LScore_A,WL_A,Point_Diff_A,mean_WScore_B,mean_LScore_B,WL_B,Point_Diff_B,Win_A
1985,139,1228,74,1208,58,3,6,73.21739130434783,53.875,0.7419354838709677,40.41935483870968,81.10526315789474,69.25,0.7037037037037037,36.55555555555556,1
1985,139,1268,64,1298,59,5,13,76.27272727272727,63.09090909090909,0.6666666666666666,29.818181818181813,80.08695652173913,69.6,0.8214285714285714,53.357142857142854,1
1985,139,1272,67,1412,66,2,7,76.3076923076923,65.0,0.896551724137931,61.689655172413794,67.5909090909091,61.75,0.7333333333333333,33.1,1
1985,139,1301,86,1431,73,3,11,78.45,64.11111111111111,0.6896551724137931,34.206896551724135,76.75,66.55555555555556,0.6896551724137931,32.275862068965516,1
1985,139,1437,59,1276,55,8,1,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,81.44,65.66666666666667,0.8928571428571429,65.67857142857143,1
1985,143,1207,65,1260,53,1,4,76.68,64.0,0.9259259259259259,66.25925925925927,86.8,81.0,0.8333333333333334,58.833333333333336,1
1985,143,1210,61,1228,53,2,3,73.08333333333333,63.42857142857143,0.7741935483870968,42.25806451612903,73.21739130434783,53.875,0.7419354838709677,40.41935483870968,1
1985,143,1272,59,1130,57,2,11,76.3076923076923,65.0,0.896551724137931,61.689655172413794,81.25,64.7,0.6153846153846154,25.115384615384617,1
1985,143,1328,86,1256,84,1,5,92.8,75.0,0.8333333333333334,64.83333333333333,78.23076923076923,68.0,0.9285714285714286,67.78571428571429,1
1985,144,1301,61,1104,55,3,7,78.45,64.11111111111111,0.6896551724137931,34.206896551724135,72.0952380952381,60.111111111111114,0.7,32.433333333333344,1
1985,144,1314,62,1120,56,2,11,77.30434782608695,67.375,0.7419354838709677,39.96774193548387,72.66666666666667,66.54545454545455,0.6206896551724138,19.862068965517242,1
1985,144,1385,86,1246,70,1,12,76.88888888888889,69.33333333333333,0.9,62.266666666666666,67.625,62.916666666666664,0.5714285714285714,11.678571428571429,1
1985,144,1437,46,1268,43,8,5,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,76.27272727272727,63.09090909090909,0.6666666666666666,29.818181818181813,1
1985,145,1207,60,1210,54,1,2,76.68,64.0,0.9259259259259259,66.25925925925927,73.08333333333333,63.42857142857143,0.7741935483870968,42.25806451612903,1
1985,145,1272,63,1328,61,2,1,76.3076923076923,65.0,0.896551724137931,61.689655172413794,92.8,75.0,0.8333333333333334,64.83333333333333,1
1985,146,1385,69,1301,60,1,3,76.88888888888889,69.33333333333333,0.9,62.266666666666666,78.45,64.11111111111111,0.6896551724137931,34.206896551724135,1
1985,146,1437,56,1314,44,8,2,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,77.30434782608695,67.375,0.7419354838709677,39.96774193548387,1
1985,152,1207,77,1385,59,1,1,76.68,64.0,0.9259259259259259,66.25925925925927,76.88888888888889,69.33333333333333,0.9,62.266666666666666,1
1985,152,1437,52,1272,45,8,2,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,76.3076923076923,65.0,0.896551724137931,61.689655172413794,1
1985,154,1437,66,1207,64,8,1,74.52631578947368,65.7,0.6551724137931034,26.17241379310345,76.68,64.0,0.9259259259259259,66.25925925925927,1
1986,136,1133,83,1431,65,7,10,71.5,67.0,0.9375,62.84375,68.33333333333333,63.4,0.84375,47.74999999999999,1
1986,136,1177,72,1438,68,12,5,75.1875,61.416666666666664,0.5714285714285714,16.642857142857142,74.3157894736842,63.1,0.6551724137931034,26.93103448275862,1
1986,136,1181,85,1290,78,1,16,80.0,86.0,0.9411764705882353,70.23529411764706,76.11111111111111,64.75,0.6923076923076923,32.76923076923077,1
1986,136,1207,70,1403,64,4,13,79.55,70.85714285714286,0.7407407407407407,40.55555555555556,65.0,58.38461538461539,0.5517241379310345,9.689655172413794,1
1986,136,1210,68,1265,53,2,15,77.29166666666667,63.5,0.8,49.13333333333333,69.41176470588235,63.09090909090909,0.6071428571428571,17.357142857142858,1
1986,136,1242,71,1299,46,1,16,81.2,80.0,0.9090909090909091,66.54545454545455,64.94444444444444,59.285714285714285,0.72,30.16,1
1986,136,1257,93,1180,73,2,15,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,82.3125,63.3,0.6153846153846154,26.307692307692307,1
1986,136,1261,94,1345,87,11,6,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,79.65,67.77777777777777,0.6896551724137931,33.89655172413793,1
1986,136,1272,95,1123,63,3,14,83.3076923076923,73.2,0.8387096774193549,58.064516129032256,76.95,65.22222222222223,0.6896551724137931,32.827586206896555,1
1986,136,1277,72,1449,70,5,12,85.66666666666667,77.0,0.75,45.0,74.89473684210526,67.45454545454545,0.6333333333333333,22.7,1
1986,136,1314,84,1428,72,3,14,90.23076923076923,71.8,0.8387096774193549,64.09677419354838,74.52631578947368,66.77777777777777,0.6785714285714286,29.107142857142858,1
1986,136,1328,80,1318,74,4,13,89.5,79.0,0.7333333333333333,44.56666666666667,76.08,63.0,0.8620689655172413,56.89655172413793,1
1986,136,1330,72,1452,64,8,9,67.3,63.42857142857143,0.7407407407407407,33.407407407407405,73.85714285714286,61.7,0.6774193548387096,30.129032258064516,1
1986,136,1396,61,1239,50,9,8,69.91666666666667,62.8,0.8275862068965517,47.03448275862069,69.78947368421052,61.55555555555556,0.6785714285714286,27.571428571428573,1
1986,136,1412,66,1281,64,6,11,70.63636363636364,62.0,0.6875,29.1875,77.57894736842105,68.25,0.6129032258064516,21.129032258064516,1
1986,136,1437,71,1439,62,10,7,74.0,63.38461538461539,0.6176470588235294,21.470588235294116,81.04761904761905,75.75,0.7241379310344828,37.793103448275865,1
1986,137,1104,97,1462,80,5,12,78.54545454545455,66.125,0.7333333333333333,39.96666666666667,80.30434782608695,67.25,0.8518518518518519,58.44444444444444,1
1986,137,1114,90,1323,83,14,3,82.76190476190476,73.33333333333333,0.7,35.93333333333333,81.0,68.6,0.8148148148148148,53.2962962962963,1
1986,137,1120,73,1112,63,8,9,77.0,62.5,0.6296296296296297,25.333333333333332,70.28571428571429,62.0,0.7241379310344828,33.79310344827587,1
1986,137,1156,83,1231,79,14,3,89.33333333333333,80.33333333333333,0.8888888888888888,70.48148148148148,80.04761904761905,64.71428571428571,0.75,43.857142857142854,1
1986,137,1228,75,1193,51,4,13,79.2,59.888888888888886,0.6896551724137931,36.03448275862069,66.47826086956522,62.166666666666664,0.7931034482758621,39.86206896551724,1
1986,137,1235,81,1275,79,7,10,79.6470588235294,67.1,0.6296296296296297,25.296296296296298,77.31818181818181,71.5,0.7857142857142857,45.42857142857143,1
1986,137,1246,75,1172,55,1,16,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,71.875,62.3,0.6153846153846154,20.26923076923077,1
1986,137,1268,69,1337,64,5,12,74.8125,63.53846153846154,0.5517241379310345,12.793103448275861,81.375,59.5,0.8571428571428571,61.25,1
1986,137,1276,70,1103,64,2,15,78.32,70.0,0.8620689655172413,57.86206896551723,74.16666666666667,70.0,0.72,33.8,1
1986,137,1298,87,1409,68,7,10,78.28,62.5,0.8620689655172413,58.86206896551724,67.52380952380952,58.125,0.7241379310344828,32.86206896551724,1
1986,137,1301,66,1234,64,6,11,75.25,63.5,0.5714285714285714,15.785714285714286,78.875,65.27272727272727,0.5925925925925926,20.148148148148152,1
1986,137,1385,83,1286,74,1,16,78.16666666666667,70.75,0.8823529411764706,60.64705882352941,82.66666666666667,74.53333333333333,0.4444444444444444,-4.666666666666667,1
1986,137,1386,60,1350,59,6,11,72.16,57.4,0.8333333333333334,50.56666666666667,67.1304347826087,63.666666666666664,0.7931034482758621,40.06896551724139,1
1986,137,1393,101,1135,52,2,15,84.41666666666667,74.4,0.8275862068965517,57.03448275862069,77.71428571428571,67.1,0.5833333333333334,17.375,1
1986,137,1424,74,1419,51,4,13,79.58064516129032,78.25,0.8857142857142857,61.542857142857144,73.26315789473684,68.55555555555556,0.6785714285714286,27.67857142857142,1
1986,137,1443,67,1304,59,8,9,70.4,61.0,0.7407407407407407,36.333333333333336,73.47058823529412,64.7,0.6296296296296297,22.296296296296298,1
1986,138,1177,74,1328,69,12,4,75.1875,61.416666666666664,0.5714285714285714,16.642857142857142,89.5,79.0,0.7333333333333333,44.56666666666667,1
1986,138,1181,89,1330,61,1,8,80.0,86.0,0.9411764705882353,70.23529411764706,67.3,63.42857142857143,0.7407407407407407,33.407407407407405,1
1986,138,1210,66,1437,61,2,10,77.29166666666667,63.5,0.8,49.13333333333333,74.0,63.38461538461539,0.6176470588235294,21.470588235294116,1
1986,138,1242,65,1396,43,1,9,81.2,80.0,0.9090909090909091,66.54545454545455,69.91666666666667,62.8,0.8275862068965517,47.03448275862069,1
1986,138,1257,82,1133,68,2,7,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,71.5,67.0,0.9375,62.84375,1
1986,138,1261,83,1272,81,11,3,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,83.3076923076923,73.2,0.8387096774193549,58.064516129032256,1
1986,138,1277,80,1207,68,5,4,85.66666666666667,77.0,0.75,45.0,79.55,70.85714285714286,0.7407407407407407,40.55555555555556,1
1986,138,1314,77,1412,59,3,6,90.23076923076923,71.8,0.8387096774193549,64.09677419354838,70.63636363636364,62.0,0.6875,29.1875,1
1986,139,1104,58,1228,56,5,4,78.54545454545455,66.125,0.7333333333333333,39.96666666666667,79.2,59.888888888888886,0.6896551724137931,36.03448275862069,1
1986,139,1120,81,1385,65,8,1,77.0,62.5,0.6296296296296297,25.333333333333332,78.16666666666667,70.75,0.8823529411764706,60.64705882352941,1
1986,139,1156,75,1386,69,14,6,89.33333333333333,80.33333333333333,0.8888888888888888,70.48148148148148,72.16,57.4,0.8333333333333334,50.56666666666667,1
1986,139,1235,72,1276,69,7,2,79.6470588235294,67.1,0.6296296296296297,25.296296296296298,78.32,70.0,0.8620689655172413,57.86206896551723,1
1986,139,1246,71,1443,64,1,8,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,70.4,61.0,0.7407407407407407,36.333333333333336,1
1986,139,1298,97,1393,85,7,2,78.28,62.5,0.8620689655172413,58.86206896551724,84.41666666666667,74.4,0.8275862068965517,57.03448275862069,1
1986,139,1301,80,1114,66,6,14,75.25,63.5,0.5714285714285714,15.785714285714286,82.76190476190476,73.33333333333333,0.7,35.93333333333333,1
1986,139,1424,70,1268,64,4,5,79.58064516129032,78.25,0.8857142857142857,61.542857142857144,74.8125,63.53846153846154,0.5517241379310345,12.793103448275861,1
1986,143,1120,70,1424,63,8,4,77.0,62.5,0.6296296296296297,25.333333333333332,79.58064516129032,78.25,0.8857142857142857,61.542857142857144,1
1986,143,1246,68,1104,63,1,5,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,78.54545454545455,66.125,0.7333333333333333,39.96666666666667,1
1986,143,1257,94,1314,79,2,3,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,90.23076923076923,71.8,0.8387096774193549,64.09677419354838,1
1986,143,1261,70,1210,64,11,2,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,77.29166666666667,63.5,0.8,49.13333333333333,1
1986,144,1181,74,1177,67,1,12,80.0,86.0,0.9411764705882353,70.23529411764706,75.1875,61.416666666666664,0.5714285714285714,16.642857142857142,1
1986,144,1242,96,1277,86,1,5,81.2,80.0,0.9090909090909091,66.54545454545455,85.66666666666667,77.0,0.75,45.0,1
1986,144,1298,71,1156,70,7,14,78.28,62.5,0.8620689655172413,58.86206896551724,89.33333333333333,80.33333333333333,0.8888888888888888,70.48148148148148,1
1986,144,1301,70,1235,66,6,7,75.25,63.5,0.5714285714285714,15.785714285714286,79.6470588235294,67.1,0.6296296296296297,25.296296296296298,1
1986,145,1257,84,1120,76,2,8,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,77.0,62.5,0.6296296296296297,25.333333333333332,1
1986,145,1261,59,1246,57,11,1,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,76.17857142857143,58.333333333333336,0.9032258064516129,63.16129032258065,1
1986,146,1181,71,1298,50,1,7,80.0,86.0,0.9411764705882353,70.23529411764706,78.28,62.5,0.8620689655172413,58.86206896551724,1
1986,146,1242,75,1301,67,1,6,81.2,80.0,0.9090909090909091,66.54545454545455,75.25,63.5,0.5714285714285714,15.785714285714286,1
1986,152,1181,71,1242,67,1,1,80.0,86.0,0.9411764705882353,70.23529411764706,81.2,80.0,0.9090909090909091,66.54545454545455,1
1986,152,1257,88,1261,77,2,11,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,78.83333333333333,67.0909090909091,0.6206896551724138,23.482758620689655,1
1986,154,1257,72,1181,69,2,1,79.73076923076923,72.42857142857143,0.7878787878787878,47.45454545454545,80.0,86.0,0.9411764705882353,70.23529411764706,1
1987,136,1104,88,1299,71,2,15,80.11538461538461,71.75,0.8666666666666667,59.86666666666667,76.71428571428571,66.0,0.84,53.87999999999999,1
1987,136,1120,62,1360,61,8,9,84.23529411764706,74.41666666666667,0.5862068965517241,18.586206896551722,72.08695652173913,62.2,0.8214285714285714,48.107142857142854,1
1987,136,1122,68,1228,67,14,3,81.5,73.3,0.6153846153846154,21.96153846153846,81.34782608695652,76.42857142857143,0.7666666666666667,44.533333333333324,1
1987,136,1181,58,1401,51,5,12,81.19047619047619,69.0,0.7241379310344828,39.758620689655174,70.47058823529412,63.61538461538461,0.5666666666666667,12.366666666666667,1
1987,136,1231,92,1193,58,1,16,82.375,73.5,0.8571428571428571,60.107142857142854,68.21428571428571,64.33333333333333,0.4827586206896552,-0.3448275862068966,1
1987,136,1243,82,1208,79,9,8,82.8125,69.8,0.6153846153846154,24.115384615384617,73.125,68.9090909090909,0.5925925925925926,15.25925925925926,1
1987,136,1276,97,1298,82,9,8,91.58823529411765,78.0,0.6071428571428571,24.964285714285715,76.8,74.8,0.8333333333333334,51.53333333333333,1
1987,136,1309,83,1140,79,7,10,83.0,71.66666666666667,0.8846153846153846,65.15384615384616,85.80952380952381,76.3,0.6774193548387096,33.516129032258064,1
1987,136,1314,113,1335,82,1,16,92.39285714285714,69.66666666666667,0.9032258064516129,76.70967741935483,86.76923076923077,70.76923076923077,0.5,8.0,1
1987,136,1323,84,1292,71,5,12,66.54545454545455,58.42857142857143,0.7586206896551724,36.37931034482759,84.21052631578948,82.66666666666667,0.76,44.16,1
1987,136,1344,90,1412,68,6,11,91.19047619047619,74.875,0.7241379310344828,45.37931034482759,79.47058823529412,67.6,0.6296296296296297,25.0,1
1987,136,1395,76,1267,60,4,13,72.0,68.0,0.7931034482758621,43.03448275862069,83.72,70.2,0.8333333333333334,58.06666666666667,1
1987,136,1417,92,1141,73,4,13,79.16666666666667,72.0,0.8,48.93333333333333,76.26315789473684,65.0,0.7307692307692307,38.23076923076922,1
1987,136,1424,95,1226,70,1,16,93.24242424242425,88.0,0.9705882352941176,87.91176470588235,76.08333333333333,59.266666666666666,0.4444444444444444,0.8888888888888888,1
1987,136,1461,64,1438,60,12,5,71.76190476190476,67.55555555555556,0.7,29.966666666666665,75.0,73.88888888888889,0.7,30.333333333333332,1
1987,136,1462,70,1281,69,13,4,79.5,74.58333333333333,0.5384615384615384,8.384615384615385,76.26086956521739,69.11111111111111,0.71875,35.375,1
1987,137,1177,76,1256,62,3,14,77.3076923076923,66.5,0.9285714285714286,67.03571428571429,71.5,67.28571428571429,0.7407407407407407,35.51851851851852,1
1987,137,1196,82,1301,70,6,11,89.19047619047619,73.8,0.6774193548387096,36.61290322580645,83.1,70.76923076923077,0.6060606060606061,22.484848484848484,1
1987,137,1207,75,1137,53,1,16,77.04545454545455,65.5,0.8461538461538461,55.11538461538461,82.3157894736842,68.375,0.7037037037037037,37.666666666666664,1
1987,137,1234,99,1365,76,2,15,88.08,79.0,0.8620689655172413,65.03448275862068,72.0,62.07692307692308,0.5357142857142857,9.75,1
1987,137,1242,66,1222,55,5,12,75.63636363636364,71.1,0.6875,29.78125,73.11764705882354,58.9,0.6296296296296297,24.22222222222222,1
1987,137,1261,85,1210,79,10,7,72.55555555555556,64.71428571428571,0.5625,12.500000000000004,77.1875,61.416666666666664,0.5714285714285714,17.785714285714285,1
1987,137,1283,65,1155,60,13,4,73.04347826086956,55.8,0.8214285714285714,50.035714285714285,87.04347826086956,80.0,0.8214285714285714,57.214285714285715,1
1987,137,1326,91,1246,77,9,8,88.0,78.83333333333333,0.6,21.266666666666666,70.94444444444444,61.1,0.6428571428571429,23.785714285714285,1
1987,137,1328,74,1409,69,6,11,92.68181818181819,80.88888888888889,0.7096774193548387,42.29032258064516,71.22727272727273,65.57142857142857,0.7586206896551724,38.20689655172414,1
1987,137,1338,93,1265,68,3,14,85.8695652173913,73.28571428571429,0.7666666666666667,48.73333333333333,73.6,56.0,0.6896551724137931,33.37931034482759,1
1987,137,1345,104,1318,95,3,14,82.95652173913044,73.25,0.8518518518518519,59.81481481481482,81.70833333333333,83.5,0.8,48.666666666666664,1
1987,137,1385,57,1455,55,6,11,73.45,64.125,0.7142857142857143,34.142857142857146,69.80952380952381,65.8,0.6774193548387096,26.06451612903226,1
1987,137,1393,79,1204,73,2,15,84.36,71.66666666666667,0.8064516129032258,54.16129032258065,71.61111111111111,65.8,0.6428571428571429,22.535714285714285,1
1987,137,1396,75,1380,56,2,15,76.19354838709677,67.0,0.9117647058823529,63.55882352941177,95.875,74.63636363636364,0.5925925925925926,26.40740740740741,1
1987,137,1431,98,1112,91,7,10,79.1304347826087,70.33333333333333,0.7931034482758621,48.20689655172414,75.41176470588235,71.81818181818181,0.6071428571428571,17.571428571428573,1
1987,137,1443,64,1452,62,10,7,81.56,70.0,0.7575757575757576,44.81818181818182,72.17391304347827,58.285714285714285,0.7666666666666667,41.733333333333334,1
1987,138,1104,101,1309,76,2,7,80.11538461538461,71.75,0.8666666666666667,59.86666666666667,83.0,71.66666666666667,0.8846153846153846,65.15384615384616,1
1987,138,1181,65,1462,60,5,13,81.19047619047619,69.0,0.7241379310344828,39.758620689655174,79.5,74.58333333333333,0.5384615384615384,8.384615384615385,1
1987,138,1231,107,1120,90,1,8,82.375,73.5,0.8571428571428571,60.107142857142854,84.23529411764706,74.41666666666667,0.5862068965517241,18.586206896551722,1
1987,138,1314,109,1276,97,1,9,92.39285714285714,69.66666666666667,0.9032258064516129,76.70967741935483,91.58823529411765,78.0,0.6071428571428571,24.964285714285715,1
1987,138,1323,58,1395,57,5,4,66.54545454545455,58.42857142857143,0.7586206896551724,36.37931034482759,72.0,68.0,0.7931034482758621,43.03448275862069,1
1987,138,1344,90,1122,87,6,14,91.19047619047619,74.875,0.7241379310344828,45.37931034482759,81.5,73.3,0.6153846153846154,21.96153846153846,1
1987,138,1424,80,1243,61,1,9,93.24242424242425,88.0,0.9705882352941176,87.91176470588235,82.8125,69.8,0.6153846153846154,24.115384615384617,1
1987,138,1461,78,1417,68,12,4,71.76190476190476,67.55555555555556,0.7,29.966666666666665,79.16666666666667,72.0,0.8,48.93333333333333,1
1987,139,1177,83,1385,75,3,6,77.3076923076923,66.5,0.9285714285714286,67.03571428571429,73.45,64.125,0.7142857142857143,34.142857142857146,1
1987,139,1196,85,1345,66,6,3,89.19047619047619,73.8,0.6774193548387096,36.61290322580645,82.95652173913044,73.25,0.8518518518518519,59.81481481481482,1
1987,139,1207,82,1326,79,1,9,77.04545454545455,65.5,0.8461538461538461,55.11538461538461,88.0,78.83333333333333,0.6,21.266666666666666,1
1987,139,1234,84,1431,82,2,7,88.08,79.0,0.8620689655172413,65.03448275862068,79.1304347826087,70.33333333333333,0.7931034482758621,48.20689655172414,1
1987,139,1242,67,1283,63,5,13,75.63636363636364,71.1,0.6875,29.78125,73.04347826086956,55.8,0.8214285714285714,50.035714285714285,1
1987,139,1261,72,1396,62,10,2,72.55555555555556,64.71428571428571,0.5625,12.500000000000004,76.19354838709677,67.0,0.9117647058823529,63.55882352941177,1
1987,139,1328,96,1338,93,6,3,92.68181818181819,80.88888888888889,0.7096774193548387,42.29032258064516,85.8695652173913,73.28571428571429,0.7666666666666667,48.73333333333333,1
1987,139,1393,104,1443,86,2,10,84.36,71.66666666666667,0.8064516129032258,54.16129032258065,81.56,70.0,0.7575757575757576,44.81818181818182,1
1987,143,1207,70,1242,57,1,5,77.04545454545455,65.5,0.8461538461538461,55.11538461538461,75.63636363636364,71.1,0.6875,29.78125,1
1987,143,1314,74,1323,68,1,5,92.39285714285714,69.66666666666667,0.9032258064516129,76.70967741935483,66.54545454545455,58.42857142857143,0.7586206896551724,36.37931034482759,1
1987,143,1344,103,1104,82,6,2,91.19047619047619,74.875,0.7241379310344828,45.37931034482759,80.11538461538461,71.75,0.8666666666666667,59.86666666666667,1
